playerID,year,stint,tmID,TotalGP,Points,TotalMinutes,TotaloRebounds,TotaldRebounds,TotalRebounds,TotalAssists,TotalSteals,TotalBlocks,TotalTurnovers,TotalPF,TotalfgAttempted,TotalfgMade,TotalftAttempted,TotalftMade,TotalthreeAttempted,TotalthreeMade,TotalGS,TotalDQ
paigeyo01w,6,0,IND,13,16,78,2,7,9,13,2,0,6,1,22,6,4,3,5,1,0,0
paliesa01w,7,0,DET,11,12,51,4,0,4,6,1,1,10,9,25,5,0,0,5,2,0,0
palmewe01w,1,0,DET,32,441,914,67,152,219,39,20,10,65,112,373,167,135,95,48,12,30,2
palmewe01w,2,0,DET,22,233,651,38,116,154,23,23,4,48,64,215,91,59,40,33,11,22,0
palmewe01w,3,1,DET,16,184,464,27,69,96,20,13,2,34,44,153,65,53,35,60,19,16,0
palmewe01w,3,2,ORL,16,180,501,20,73,93,21,22,6,23,46,148,65,39,27,60,23,16,0
palmewe01w,4,0,CON,36,178,497,30,88,118,19,11,3,42,71,169,71,31,25,50,11,1,0
palmewe01w,5,0,CON,41,341,942,57,160,217,31,26,8,48,88,302,126,93,73,53,16,41,0
palmewe01w,6,0,SAS,34,326,882,53,140,193,33,20,7,42,74,242,125,70,52,56,24,29,0
palmewe01w,7,0,SEA,5,47,120,13,25,38,3,5,3,10,17,33,16,19,14,3,1,2,0
palmewe01w,8,0,SEA,36,173,501,48,105,153,17,15,8,38,81,148,63,56,43,23,4,3,0
parisco01w,10,0,SAC,33,160,442,56,78,134,22,11,10,20,48,132,68,33,24,1,0,6,0
parkeca01w,9,0,LAS,39,700,1328,104,268,372,136,51,88,110,107,516,265,216,159,33,11,39,2
parkeca01w,10,0,LAS,31,436,1026,81,227,308,74,20,64,65,76,341,169,124,92,28,6,30,2
pascafl01w,9,0,SEA,3,0,9,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
pavlimi01w,2,0,UTA,11,1,23,0,6,6,1,0,2,1,0,2,0,2,1,0,0,0,0
pavlimi01w,4,0,PHO,8,6,29,1,3,4,1,1,0,2,1,7,3,0,0,0,0,0,0
payeka01w,1,0,MIN,28,56,408,3,27,30,38,8,6,28,49,58,19,9,6,41,12,12,0
payeka01w,2,0,MIN,32,91,652,7,54,61,97,21,0,46,55,78,30,16,11,56,20,16,0
payeka01w,3,0,SEA,19,21,114,2,5,7,5,3,0,8,18,19,7,2,1,16,6,0,1
penicti01w,1,0,SAC,32,224,1013,14,82,96,250,74,6,77,81,201,72,113,67,56,13,32,2
penicti01w,2,0,SAC,28,175,907,9,96,105,205,43,12,73,67,164,52,68,53,61,18,27,1
penicti01w,3,0,SAC,24,203,853,7,95,102,192,64,1,69,49,159,60,103,75,32,8,24,0
penicti01w,4,0,SAC,40,208,1232,30,103,133,247,67,4,88,88,229,70,84,51,68,17,40,1
penicti01w,5,0,SAC,39,224,1163,18,104,122,195,79,4,91,81,205,69,86,61,83,25,38,0
penicti01w,6,0,SAC,40,227,1089,10,111,121,180,54,7,81,73,203,64,115,91,45,8,39,0
penicti01w,7,0,SAC,43,228,1059,10,102,112,150,69,2,78,70,222,73,94,72,45,10,43,0
penicti01w,8,0,SAC,35,199,826,21,69,90,159,56,1,70,68,210,65,83,66,17,3,35,1
penicti01w,9,0,SAC,36,325,950,21,90,111,191,74,5,92,87,259,101,139,112,32,11,36,1
penicti01w,10,0,SAC,30,148,724,12,69,81,155,30,4,64,45,139,45,70,57,9,1,28,0
pennjo01w,4,0,WAS,30,86,288,19,33,52,16,15,1,20,28,78,31,33,22,13,2,0,0
pennjo01w,5,0,SAS,1,4,3,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0
perkiji01w,5,0,CHA,4,3,17,1,2,3,1,3,0,1,2,5,0,4,3,0,0,0,0
perkiji01w,6,0,CHA,30,150,464,24,20,44,32,29,9,32,45,151,64,30,19,9,3,11,0
perkiji01w,7,0,CHI,30,282,841,33,74,107,97,43,13,56,72,299,105,67,54,65,18,27,0
perkiji01w,8,0,CHI,33,386,762,30,80,110,75,50,7,51,65,330,153,53,41,90,39,5,1
perkiji01w,9,0,CHI,34,577,1083,44,93,137,96,64,10,61,76,488,213,119,106,124,45,34,1
perkiji01w,10,0,CHI,34,450,931,28,88,116,100,73,6,55,78,379,158,123,104,78,30,34,0
pettibr01w,1,0,PHO,34,210,624,20,45,65,52,32,4,42,69,186,67,63,51,86,25,6,1
pettibr01w,2,0,PHO,32,172,497,30,30,60,50,28,4,38,47,159,53,56,46,63,20,1,1
pettibr01w,3,0,IND,35,129,418,23,25,48,19,8,0,28,22,122,43,46,33,46,10,0,0
pettibr01w,4,0,IND,31,49,148,5,14,19,8,4,1,8,17,52,15,17,13,27,6,0,0
pettibr01w,7,0,PHO,11,14,67,5,4,9,10,3,0,2,11,19,5,6,3,8,1,0,0
philler01w,7,0,CON,39,215,716,21,59,80,87,33,3,44,48,167,67,58,50,83,31,14,1
philler01w,9,0,CON,11,50,122,9,10,19,8,4,2,7,7,39,16,11,9,18,9,0,0
philler01w,10,0,CON,32,258,740,30,73,103,66,43,3,43,52,225,86,64,52,116,34,18,0
phillta01w,1,0,NYL,38,541,1200,102,198,300,36,71,27,101,136,459,218,153,103,9,2,37,6
phillta01w,2,0,NYL,38,557,1251,104,202,306,44,57,23,101,127,472,234,159,89,5,0,38,1
phillta01w,3,0,NYL,40,566,1258,85,185,270,51,67,18,112,139,464,228,161,110,5,0,39,2
phillta01w,4,0,NYL,33,372,1033,99,181,280,56,56,28,92,118,358,142,134,87,5,1,32,3
phillta01w,5,0,NYL,13,87,311,28,42,70,16,14,10,33,41,95,33,46,21,0,0,13,1
phillta01w,6,0,HOU,37,124,419,31,57,88,15,12,8,34,62,106,45,52,34,0,0,1,0
phillta01w,7,0,HOU,21,59,222,12,35,47,4,9,5,23,37,52,20,29,19,0,0,2,1
phillta01w,8,0,HOU,7,10,35,2,3,5,1,3,0,5,9,10,3,4,4,0,0,0,0
pierspl01w,4,0,PHO,33,198,602,37,43,80,22,19,13,42,87,177,67,101,64,2,0,5,1
pierspl01w,5,0,PHO,31,290,803,46,85,131,26,26,17,49,102,253,112,109,66,3,0,25,4
pierspl01w,6,2,DET,25,182,464,30,38,68,21,15,6,42,59,131,57,98,67,1,1,0,0
pierspl01w,6,1,PHO,12,92,318,19,40,59,13,10,13,32,39,105,36,29,20,1,0,11,2
pierspl01w,7,0,DET,44,308,754,61,125,186,41,24,23,51,111,241,108,131,92,3,0,0,0
pierspl01w,8,0,DET,45,519,1139,102,174,276,77,33,41,107,153,421,195,171,128,7,1,1,7
pierspl01w,9,0,DET,34,379,756,71,83,154,73,28,36,59,111,305,140,130,99,2,0,0,1
pierspl01w,10,0,DET,1,0,5,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0
pondeca01w,7,0,PHO,32,624,1067,37,70,107,98,37,4,45,84,495,219,163,139,126,47,32,3
pondeca01w,8,0,PHO,40,747,1266,26,129,155,175,40,9,86,73,608,267,198,165,146,48,40,0
pondeca01w,9,0,PHO,32,679,1002,26,93,119,135,38,5,93,82,567,234,201,170,131,41,32,1
pondeca01w,10,0,PHO,45,848,1415,43,141,184,210,44,12,102,125,677,312,195,172,156,52,45,0
potthan01w,1,0,MIN,3,0,8,0,2,2,1,0,0,0,3,2,0,0,0,1,0,0,0
powelel01w,1,0,ORL,20,72,347,17,33,50,42,12,1,30,21,66,26,22,17,9,3,1,0
powelel01w,2,0,ORL,32,357,1055,32,66,98,98,49,7,79,64,296,119,106,80,102,39,32,0
powelel01w,3,2,DET,15,148,397,26,37,63,60,23,8,41,19,121,54,40,34,22,6,13,0
powelel01w,3,1,ORL,15,88,308,7,25,32,30,20,4,30,31,99,35,26,16,11,2,1,0
powelel01w,4,0,DET,41,337,1157,49,87,136,167,52,13,92,82,279,121,117,86,30,9,41,0
powelel01w,5,0,DET,33,156,857,35,55,90,155,46,8,69,74,152,59,67,38,0,0,29,0
powelel01w,6,0,DET,31,163,703,27,60,87,82,32,4,53,67,142,62,65,39,2,0,21,0
powelel01w,7,1,CHI,14,69,251,7,18,25,37,13,3,26,26,60,26,24,17,3,0,3,0
powelel01w,7,2,DET,11,14,120,7,6,13,15,3,0,9,9,16,3,14,8,2,0,0,0
powelel01w,8,0,DET,43,70,417,13,32,45,56,17,2,37,41,63,25,27,20,0,0,15,0
powelel01w,9,0,DET,25,87,484,21,50,71,53,12,1,31,50,66,34,23,18,2,1,25,1
powelni01w,5,0,CHA,31,132,384,10,61,71,16,15,4,22,37,121,50,10,8,58,24,0,0
powelni01w,6,0,SAC,42,452,1245,34,110,144,77,46,17,56,99,395,150,82,66,201,86,42,0
powelni01w,7,0,SAC,43,433,1140,33,139,172,75,56,16,60,108,383,155,62,51,190,72,43,0
powelni01w,8,0,SAC,37,482,1066,69,139,208,63,52,13,71,70,426,163,94,91,173,65,37,0
powelni01w,9,0,SAC,37,517,1034,46,122,168,54,43,7,69,89,476,181,85,73,206,82,36,2
powelni01w,10,0,SAC,34,567,1035,51,149,200,77,49,8,84,62,476,198,96,94,212,77,34,0
pricear01w,8,0,CHI,34,269,893,83,121,204,99,40,7,59,67,232,95,151,78,3,1,34,0
pricear01w,9,0,CHI,34,235,763,57,68,125,59,36,12,50,79,194,85,125,65,1,0,11,1
pricear01w,10,2,ATL,13,26,129,10,12,22,8,7,2,11,14,23,8,17,10,0,0,0,0
pricear01w,10,1,CHI,22,77,324,25,34,59,26,12,1,18,32,70,27,40,23,0,0,0,0
pridely01w,1,0,POR,32,114,462,22,39,61,40,16,9,33,59,118,41,42,29,9,3,1,1
pridely01w,2,0,MIN,32,170,713,47,99,146,28,28,20,46,77,174,68,55,33,4,1,14,2
pridely01w,3,0,MIN,31,123,589,25,78,103,43,25,25,47,73,148,57,17,8,10,1,15,1
pridely01w,4,2,LAS,10,6,64,9,6,15,1,2,1,6,19,11,2,5,2,0,0,0,1
pridely01w,4,1,MIN,13,17,66,8,9,17,1,3,1,8,11,14,7,4,3,0,0,0,0
pringla01w,9,0,PHO,29,128,377,52,50,102,9,10,44,27,71,96,43,51,42,0,0,7,0
pringla01w,10,0,MIN,17,37,159,14,23,37,8,3,14,14,22,30,13,15,11,0,0,0,0
queenbr01w,7,0,CON,4,2,10,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0
queenbr01w,9,0,CHI,8,2,36,1,3,4,2,0,0,5,5,8,1,0,0,2,0,0,0
quiglal01w,9,0,PHO,14,29,100,6,5,11,4,6,1,6,9,39,13,2,1,11,2,0,0
quiglal01w,10,0,PHO,6,10,32,1,4,5,1,0,0,5,6,8,3,2,2,4,2,0,0
quinnno01w,8,0,MIN,34,96,670,18,71,89,148,29,13,67,40,124,37,24,15,38,7,19,0
quinnno01w,9,0,MIN,32,116,533,12,57,69,81,21,2,46,33,118,47,18,12,32,10,25,0
quinnno01w,10,0,LAS,40,313,1087,38,103,141,141,47,14,70,69,282,125,45,38,87,25,13,0
quinnte01w,1,0,IND,17,15,118,11,5,16,15,4,0,10,12,14,6,5,3,0,0,0,0
radunha01w,2,0,NYL,4,4,9,1,3,4,0,0,1,2,3,2,1,2,2,0,0,0,0
raglafe01w,3,0,SEA,33,148,451,29,25,54,24,27,1,31,44,134,51,28,23,58,23,3,0
raglafe01w,4,0,PHO,3,5,39,0,2,2,2,2,0,3,4,12,1,2,2,5,1,0,0
raglafe01w,5,0,HOU,34,118,517,19,48,67,38,25,3,32,48,120,44,13,11,49,19,10,0
raglafe01w,6,0,HOU,4,0,9,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
randase01w,2,0,SEA,32,300,884,32,73,105,44,29,4,73,45,315,117,100,66,4,0,30,0
randase01w,3,1,SEA,21,134,458,38,30,68,29,20,1,36,33,133,47,51,36,19,4,16,0
randase01w,3,2,UTA,13,78,197,7,26,33,13,5,1,13,25,62,26,34,26,2,0,0,0
randase01w,4,0,SAS,33,88,339,25,28,53,23,11,0,44,41,90,32,45,24,1,0,1,0
randase01w,5,0,SAS,29,136,462,26,34,60,20,22,4,28,41,143,53,48,30,5,0,8,0
rasmukr01w,1,2,MIA,25,126,454,44,52,96,27,24,14,29,47,100,35,64,54,7,2,7,0
rasmukr01w,1,1,UTA,1,0,9,1,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0
rasmukr01w,2,0,MIA,31,76,439,36,58,94,16,12,14,37,49,91,31,18,13,4,1,3,0
rasmukr01w,3,0,MIA,31,170,674,41,76,117,41,18,16,37,63,116,64,46,39,7,3,5,0
rasmukr01w,4,0,IND,33,226,814,44,71,115,64,24,15,48,65,200,94,39,31,15,7,25,0
rasmukr01w,5,0,IND,33,152,692,41,72,113,47,21,14,35,51,135,56,38,30,27,10,4,0
rasmukr01w,6,2,CHA,3,6,29,2,3,5,2,1,0,1,8,4,2,0,0,3,2,0,0
rasmukr01w,6,1,HOU,24,121,522,26,50,76,22,13,16,19,56,98,47,30,22,15,5,19,0
rasmukr01w,7,0,PHO,34,146,908,72,136,208,72,28,27,33,98,125,64,20,12,14,6,32,0
rasmukr01w,8,0,CON,35,126,560,35,60,95,31,12,6,35,59,109,47,21,17,29,15,3,1
rasmukr01w,9,0,MIN,31,79,393,32,53,85,27,12,6,19,48,72,27,23,17,23,8,0,0
raymost01w,8,0,CHI,20,61,180,2,12,14,27,4,0,18,11,61,20,13,7,44,14,0,0
reddja01w,1,0,SEA,26,140,387,18,27,45,16,19,1,35,53,125,49,34,24,52,18,8,0
reddja01w,2,0,SEA,32,231,659,29,53,82,48,17,3,48,101,216,82,66,45,77,22,6,0
reddja01w,3,0,SEA,10,52,112,8,5,13,7,2,0,7,17,34,17,12,9,18,9,0,0
reedbr01w,1,0,PHO,34,636,1163,61,133,194,94,66,22,95,57,478,243,146,131,47,19,32,0
reedbr01w,2,0,PHO,1,3,13,0,3,3,0,0,0,0,0,8,1,1,1,0,0,0,0
reedbr01w,3,0,PHO,5,38,85,1,3,4,4,2,3,8,8,41,15,11,8,5,0,4,0
reidtr01w,1,0,CHA,29,211,620,45,55,100,29,14,9,51,47,180,86,72,39,2,0,17,1
reidtr01w,2,0,MIA,24,84,299,11,31,42,14,16,5,27,29,68,34,30,16,0,0,2,0
reidtr01w,3,0,PHO,24,113,421,33,44,77,14,22,2,36,29,117,48,28,17,1,0,12,0
reidtr01w,4,0,PHO,2,2,12,1,0,1,1,2,0,1,4,3,1,0,0,0,0,0,0
rileyru01w,2,0,MIA,35,242,909,56,90,146,29,26,50,66,119,181,85,102,72,0,0,23,3
rileyru01w,3,0,MIA,26,148,519,24,66,90,25,11,41,49,87,129,60,46,28,0,0,8,1
rileyru01w,4,0,DET,42,430,1253,74,176,250,84,30,78,95,154,337,156,153,118,0,0,42,2
rileyru01w,5,0,DET,37,407,1132,75,139,214,59,33,59,84,130,364,162,102,82,2,1,37,2
rileyru01w,6,0,DET,35,268,909,46,121,167,39,24,48,73,141,284,107,60,48,15,6,35,5
rileyru01w,7,0,DET,44,293,1100,48,149,197,57,23,62,69,137,304,135,22,20,9,3,44,2
rileyru01w,8,0,SAS,35,206,905,38,135,173,48,30,72,77,133,225,86,29,27,31,7,34,1
rileyru01w,9,0,SAS,39,171,734,19,108,127,41,18,49,65,127,178,70,25,21,37,10,4,2
rileyru01w,10,0,SAS,34,175,694,39,108,147,29,15,49,36,97,155,72,32,27,18,4,17,4
rizzoje01w,1,0,HOU,33,60,440,6,30,36,44,15,2,26,38,56,21,9,6,40,12,2,0
rizzoje01w,2,0,CLE,35,125,521,2,31,33,58,25,2,41,32,116,44,11,7,79,30,0,0
rizzoje01w,3,0,CLE,26,178,695,5,65,70,85,23,3,45,53,135,54,40,32,99,38,25,3
rizzoje01w,4,0,CLE,36,71,561,4,40,44,73,14,0,36,24,78,24,16,9,57,14,0,0
robinas01w,5,0,PHO,19,17,130,4,9,13,2,8,10,4,22,14,7,7,3,1,0,0,0
robinas01w,6,0,PHO,34,103,659,48,70,118,31,20,34,38,108,129,42,38,19,1,0,15,3
robinas01w,7,1,CHI,12,21,124,16,18,34,6,2,8,10,19,29,9,6,2,1,1,5,0
robinas01w,7,2,SEA,19,21,202,18,26,44,7,6,8,12,37,25,9,12,3,1,0,0,0
robinas01w,8,0,SEA,35,56,461,34,82,116,20,18,30,29,61,74,26,15,4,1,0,7,0
robinas01w,9,0,SEA,36,36,375,34,50,84,14,13,22,30,71,49,16,12,4,0,0,2,0
robinas01w,10,0,SEA,29,12,185,6,19,25,2,2,14,11,33,27,5,4,2,1,0,2,0
robincr01w,1,0,NYL,34,284,872,33,55,88,53,32,11,43,86,240,102,38,35,121,45,14,0
robincr01w,2,0,NYL,38,411,1203,30,85,115,91,40,10,42,101,321,150,33,29,197,82,38,1
robincr01w,3,0,NYL,40,445,1327,30,86,116,95,56,14,57,118,367,149,81,68,220,79,40,0
robincr01w,4,0,NYL,33,395,1078,13,57,70,63,40,13,43,94,326,143,56,47,168,62,33,0
robincr01w,5,0,NYL,33,414,1065,23,76,99,71,33,10,41,93,337,151,48,44,177,68,32,3
robincr01w,6,0,NYL,34,241,1019,30,78,108,62,22,6,39,91,237,87,40,32,114,35,33,1
robincr01w,7,0,WAS,29,207,764,19,55,74,58,33,0,28,91,192,77,31,25,97,28,27,2
robincr01w,8,0,WAS,2,2,34,0,2,2,2,2,1,1,4,6,1,0,0,2,0,1,0
robinre01w,1,0,WAS,2,4,5,0,0,0,0,1,0,1,3,1,0,4,4,1,0,0,0
rolanja01w,1,0,ORL,24,35,199,8,13,21,9,7,1,19,16,42,13,10,6,11,3,0,0
rossad01w,9,0,SAS,6,2,10,0,1,1,1,0,0,0,3,2,0,2,2,0,0,0,0
rushle01w,9,0,CHI,2,3,12,0,0,0,0,0,0,2,4,2,0,4,3,1,0,0,0
salesny01w,1,0,ORL,35,463,1101,44,104,148,73,50,12,76,101,414,185,64,43,129,50,35,2
salesny01w,2,0,ORL,32,433,1039,57,115,172,58,70,6,72,109,379,166,74,58,137,43,31,0
salesny01w,3,0,ORL,32,431,1042,36,84,120,60,60,7,71,97,376,155,106,84,115,37,32,0
salesny01w,4,0,CON,38,595,1237,28,130,158,101,51,16,80,119,508,211,162,129,120,44,38,3
salesny01w,5,0,CON,42,635,1356,45,133,178,108,100,14,96,120,588,254,99,71,158,56,42,0
salesny01w,6,0,CON,42,647,1344,46,110,156,93,77,18,80,116,583,238,139,106,154,65,42,0
salesny01w,7,0,CON,27,311,760,31,81,112,77,33,9,34,52,292,115,64,47,95,34,25,0
salesny01w,8,0,CON,29,378,866,34,86,120,88,37,11,64,69,345,136,92,79,80,27,28,1
sampsch01w,1,0,SEA,21,76,280,13,27,40,11,18,6,14,37,46,21,28,25,23,9,6,0
samsh01w,1,0,MIA,31,396,904,38,94,132,66,35,5,74,67,380,147,100,67,120,35,27,0
samsh01w,2,0,MIA,35,475,1209,45,102,147,92,60,8,95,78,448,190,87,66,107,29,35,1
samsh01w,3,0,MIA,32,463,1073,58,97,155,83,69,6,71,83,440,191,89,55,76,26,32,0
samsh01w,4,0,MIN,37,400,1027,51,107,158,96,44,6,56,76,388,148,113,80,77,24,28,0
samsh01w,5,0,SEA,42,369,1266,55,128,183,110,63,6,88,129,360,142,85,71,54,14,40,1
samsh01w,6,0,CHA,34,387,1075,53,92,145,91,44,2,100,87,377,146,108,77,56,18,33,1
samsh01w,7,0,CHA,34,359,990,53,119,172,90,55,3,73,78,343,137,102,64,78,21,34,0
samsh01w,8,0,IND,39,212,776,50,79,129,55,35,7,44,77,237,82,54,35,41,13,9,0
samsh01w,9,0,DET,38,98,508,30,64,94,38,20,3,31,38,117,36,28,20,21,6,15,0
sanchis01w,5,0,DET,10,22,62,3,2,5,3,2,0,11,6,14,6,11,8,5,2,0,0
sandeam01w,8,0,DET,6,2,9,0,2,2,0,0,0,2,3,2,0,4,2,0,0,0,0
sanfona01w,4,0,WAS,17,49,134,10,16,26,1,3,2,14,35,40,20,20,9,0,0,0,0
sanfona01w,5,0,WAS,34,182,715,61,112,173,18,20,17,44,111,138,67,81,48,0,0,32,0
sanfona01w,6,0,WAS,27,88,293,15,30,45,6,10,11,17,50,60,29,62,30,0,0,0,0
sanfona01w,7,0,WAS,36,314,945,76,143,219,37,31,21,74,123,231,117,136,80,1,0,21,2
sanfona01w,8,0,WAS,34,375,994,100,142,242,23,27,28,88,141,232,123,194,129,0,0,31,5
sanfona01w,9,0,WAS,34,229,795,77,116,193,40,21,11,83,138,199,90,123,49,0,0,28,3
sanfona01w,10,0,WAS,36,223,698,58,94,152,25,26,15,75,119,171,82,104,59,0,0,13,2
sanniol01w,9,0,DET,40,122,391,31,49,80,9,14,7,44,70,98,48,41,26,1,0,9,0
sanniol01w,10,0,DET,34,129,311,28,32,60,16,11,8,30,59,106,52,36,25,0,0,1,0
santoal01w,1,0,IND,3,3,11,0,3,3,0,0,0,2,3,1,1,6,1,0,0,0,0
santoal01w,2,0,SEA,10,13,62,10,6,16,0,0,0,3,12,14,4,11,5,0,0,1,0
santoke01w,2,0,DET,14,52,153,11,16,27,5,3,3,12,23,42,20,18,12,1,0,0,0
santoke01w,3,0,DET,12,44,169,12,20,32,7,3,9,14,20,42,16,20,12,0,0,0,0
santoke01w,9,0,SEA,24,49,136,10,18,28,5,4,2,10,26,43,17,23,15,0,0,1,0
sarenra01w,1,0,PHO,20,64,142,11,19,30,8,0,1,17,30,44,23,27,17,1,1,0,0
sauerpa01w,1,0,LAS,13,20,68,3,14,17,3,2,1,6,11,14,8,5,4,0,0,0,0
sauerpa01w,2,0,CLE,3,4,8,1,2,3,0,0,1,2,1,6,2,0,0,0,0,0,0
sauerpa01w,3,0,CLE,1,0,7,1,1,2,0,1,0,1,0,3,0,0,0,0,0,0,0
saundja01w,2,0,PHO,28,68,253,13,27,40,7,10,8,14,28,77,25,25,17,3,1,6,0
saundja01w,3,0,PHO,27,99,302,10,28,38,23,9,4,20,23,103,39,32,21,4,0,1,0
saureau01w,2,0,WAS,25,76,455,11,31,42,43,24,4,41,39,111,33,24,7,26,3,3,0
saureau01w,3,0,WAS,15,24,165,3,8,11,18,8,2,15,12,24,10,5,3,5,1,2,0
schumke01w,2,0,IND,28,112,380,23,47,70,10,5,29,21,41,93,46,20,17,5,3,5,0
schumke01w,3,0,IND,34,140,404,24,44,68,16,7,25,23,55,109,58,34,22,3,2,1,0
schumke01w,4,0,IND,34,189,480,40,59,99,20,7,24,32,63,169,81,27,23,9,4,1,0
schumke01w,5,0,IND,32,224,601,36,68,104,25,10,31,52,67,196,92,45,35,13,5,7,0
schumke01w,6,0,IND,38,155,558,33,43,76,16,12,28,33,65,157,67,23,19,11,2,14,0
schumke01w,7,0,NYL,21,163,539,38,78,116,23,3,25,35,68,141,58,63,45,8,2,21,1
schumke01w,8,0,PHO,43,162,661,44,132,176,15,21,33,39,83,156,62,48,35,7,3,0,0
schumke01w,9,0,DET,15,28,184,9,35,44,8,3,6,11,26,32,13,2,2,4,0,0,0
schumke01w,10,0,DET,1,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
schwege01w,2,0,MIN,24,87,423,15,35,50,34,11,6,17,34,103,33,17,13,43,8,8,1
schwege01w,3,0,MIN,30,124,509,7,44,51,37,15,5,27,47,87,42,30,26,33,14,9,1
schwege01w,4,0,MIN,16,15,118,7,11,18,7,3,1,8,6,17,6,0,0,9,3,0,0
scottol01w,1,0,DET,28,100,369,28,52,80,28,12,10,45,83,89,37,40,26,2,0,0,2
scottol01w,2,0,IND,32,280,775,52,109,161,40,22,12,72,108,217,99,111,82,2,0,30,1
scottol01w,3,0,IND,34,313,1074,87,148,235,57,39,14,83,138,248,121,87,71,4,0,34,2
scottol01w,5,0,CHA,34,73,398,28,37,65,10,9,13,36,78,67,27,32,19,1,0,0,0
scottol01w,6,0,SAC,25,47,208,19,21,40,10,4,3,25,35,47,18,22,11,0,0,0,0
scottol01w,7,0,IND,23,60,185,11,27,38,7,8,2,18,34,62,28,8,4,2,0,0,0
scottol01w,8,0,PHO,9,8,34,2,2,4,2,3,1,3,6,8,1,8,6,0,0,0,0
scottol01w,9,0,PHO,6,16,69,2,17,19,3,1,6,6,23,22,8,0,0,0,0,0,1
shakiel01w,1,0,HOU,14,57,150,14,17,31,4,5,2,7,12,30,13,33,29,12,2,0,0
shakiel01w,2,0,HOU,27,38,204,15,20,35,9,6,2,9,11,38,12,23,14,7,0,2,0
shakiel01w,3,0,CHA,1,1,5,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0
sharpkb01w,4,0,NYL,30,94,398,11,21,32,37,14,0,26,15,71,28,39,31,24,7,0,0
sharpkb01w,5,0,NYL,35,34,260,5,17,22,38,6,1,20,9,42,11,12,11,13,1,0,0
sharpkb01w,7,0,IND,23,22,155,3,6,9,23,7,0,8,3,35,8,3,3,15,3,0,0
sharpkb01w,8,0,IND,40,116,500,12,25,37,52,14,0,28,18,107,41,35,26,31,8,0,0
sharpkb01w,9,0,CHI,34,106,598,7,38,45,49,14,0,31,27,90,39,29,19,28,9,6,0
sharpkb01w,10,0,CHI,27,70,325,3,17,20,25,8,2,23,15,57,23,19,18,17,6,0,0
shielas01w,8,0,HOU,26,137,304,14,19,33,20,10,1,44,25,138,38,73,54,18,7,0,0
shielas01w,9,2,DET,10,24,48,0,3,3,3,2,0,6,5,27,9,4,3,9,3,0,0
shielas01w,9,1,HOU,3,2,12,0,0,0,1,1,0,1,3,7,0,4,2,2,0,0,0
slaisma01w,1,0,DET,3,4,7,0,1,1,0,1,0,0,0,2,0,4,4,1,0,0,0
slauggw01w,5,0,MIN,3,2,7,0,1,1,0,0,1,0,0,1,0,2,2,0,0,0,0
slavtge01w,4,0,PHO,2,0,12,0,0,0,1,0,0,1,2,2,0,0,0,2,0,0,0
smithai01w,4,0,WAS,31,104,422,21,44,65,10,11,9,26,44,120,41,34,17,34,5,2,0
smithai01w,5,0,WAS,32,130,456,31,46,77,16,18,12,25,43,118,47,39,26,20,10,3,0
smithbr01w,9,0,PHO,10,41,134,10,26,36,9,2,3,9,29,28,16,13,9,0,0,0,0
smithbr01w,10,0,PHO,22,25,150,11,24,35,3,3,3,7,31,17,9,8,7,0,0,0,0
smithch02w,1,0,CHA,30,156,659,29,77,106,55,15,17,48,88,159,56,25,20,76,24,7,2
smithch02w,2,0,CHA,38,218,902,49,84,133,64,22,21,48,97,200,73,75,57,52,15,32,1
smithch02w,3,0,CHA,34,268,943,39,89,128,53,22,19,62,120,239,96,56,42,98,34,34,3
smithch02w,4,0,CHA,29,97,450,24,37,61,19,10,2,24,54,99,32,36,24,32,9,9,0
smithch02w,5,0,CHA,34,280,977,50,89,139,40,18,13,55,109,206,99,73,53,58,29,34,1
smithch02w,6,0,WAS,34,246,1036,34,94,128,71,22,11,46,93,190,87,46,30,100,42,34,0
smithch02w,7,0,IND,19,35,174,9,15,24,7,3,1,13,21,39,12,4,3,22,8,2,0
smithch03w,1,0,SEA,32,52,516,14,33,47,53,16,3,32,52,56,16,18,10,32,10,3,0
smithch03w,2,0,SEA,32,58,589,18,37,55,39,17,1,26,52,63,17,21,13,38,11,8,0
smithch03w,4,0,PHO,4,0,17,1,3,4,1,0,0,0,2,2,0,0,0,2,0,0,0
smithcr01w,7,0,PHO,23,60,197,4,18,22,22,17,0,18,24,47,21,12,11,19,7,0,0
smithcr01w,8,0,HOU,27,170,683,12,41,53,72,34,3,56,50,156,62,21,19,70,27,23,0
smithcr01w,9,1,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithcr01w,9,2,WAS,28,121,392,10,18,28,25,14,2,34,43,110,39,36,29,38,14,4,0
smithje01w,6,0,NYL,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
